,purchase,total_events,unique_products,unique_categories,active_hours,view_count,cart_count,session_count,avg_session_duration,cart_event_ratio,cart_per_product
34027,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
2770,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20649,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
22821,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34753,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5158,non_purchase,7,1,1,122.56138888888889,7,0,1,7353.683333333333,0.0,0.0
37595,non_purchase,2,2,1,0.025833333333333333,2,0,1,1.55,0.0,0.0
14496,non_purchase,2,2,1,0.0125,2,0,1,0.75,0.0,0.0
5965,non_purchase,3,2,1,0.025555555555555557,3,0,1,1.5333333333333334,0.0,0.0
2056,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
2718,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
17054,non_purchase,2,1,1,0.0008333333333333334,2,0,2,0.025,0.0,0.0
19693,non_purchase,3,1,1,30.904722222222222,3,0,2,927.1416666666667,0.0,0.0
30639,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26296,non_purchase,5,4,1,0.34555555555555556,5,0,1,20.733333333333334,0.0,0.0
38795,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32126,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26489,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32618,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9332,non_purchase,13,7,1,23.04861111111111,12,1,2,691.4583333333334,0.07692307692307693,0.14285714285714285
5254,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14130,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
28803,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18524,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34728,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
24522,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35250,non_purchase,2,2,1,0.06972222222222223,2,0,1,4.183333333333334,0.0,0.0
30611,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
39757,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7284,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
497,non_purchase,2,2,1,0.012777777777777779,2,0,1,0.7666666666666667,0.0,0.0
20211,non_purchase,4,2,1,0.03722222222222222,3,1,1,2.233333333333333,0.25,0.5
6350,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36495,non_purchase,2,2,1,0.10166666666666667,2,0,1,6.1000000000000005,0.0,0.0
8861,non_purchase,2,2,2,0.03305555555555555,2,0,1,1.9833333333333332,0.0,0.0
37108,non_purchase,18,10,5,5.215277777777778,17,1,2,156.45833333333334,0.05555555555555555,0.1
9578,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8093,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
447,non_purchase,2,2,1,0.008055555555555555,2,0,1,0.48333333333333334,0.0,0.0
32162,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
12414,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32721,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
12137,non_purchase,8,3,1,1.3611111111111112,8,0,1,81.66666666666667,0.0,0.0
31566,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34596,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
23634,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37487,non_purchase,3,2,1,0.005,3,0,1,0.3,0.0,0.0
879,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34817,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20162,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35988,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
30671,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37100,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
19595,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
23995,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
4092,non_purchase,19,1,1,146.88472222222222,19,0,1,8813.083333333334,0.0,0.0
35279,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
6152,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9621,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5470,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
33871,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
6855,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
15035,non_purchase,2,1,1,0.06527777777777778,2,0,1,3.916666666666667,0.0,0.0
24040,non_purchase,2,1,1,2.2391666666666667,2,0,1,134.35,0.0,0.0
39063,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21197,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
28324,non_purchase,2,1,1,0.18416666666666667,2,0,1,11.05,0.0,0.0
260,non_purchase,23,9,3,291.0205555555556,23,0,1,17461.233333333334,0.0,0.0
21128,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21068,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
39316,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
25731,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14973,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26035,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32559,non_purchase,4,1,1,26.68638888888889,3,1,2,800.5916666666667,0.25,1.0
20139,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20661,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37959,non_purchase,3,3,1,0.045,3,0,1,2.6999999999999997,0.0,0.0
31986,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
38168,non_purchase,3,2,1,0.01361111111111111,3,0,2,0.4083333333333333,0.0,0.0
31353,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
28095,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36715,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9783,non_purchase,3,1,1,0.02277777777777778,3,0,2,0.6833333333333333,0.0,0.0
2882,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37713,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
33079,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14874,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8484,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
16397,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
30245,non_purchase,2,1,1,0.021111111111111112,2,0,1,1.2666666666666666,0.0,0.0
28554,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
23944,non_purchase,3,2,1,0.013888888888888888,3,0,1,0.8333333333333333,0.0,0.0
18212,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
6273,non_purchase,3,1,1,239.26777777777778,3,0,2,7178.033333333334,0.0,0.0
31696,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18348,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34934,non_purchase,4,2,1,0.08027777777777778,4,0,1,4.816666666666666,0.0,0.0
30747,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
29859,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
23535,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7256,non_purchase,2,1,1,0.005555555555555556,2,0,1,0.33333333333333337,0.0,0.0
17088,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
3700,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9148,non_purchase,2,2,1,1.3386111111111112,2,0,1,80.31666666666668,0.0,0.0
32597,non_purchase,3,1,1,0.008888888888888889,3,0,2,0.26666666666666666,0.0,0.0
9866,non_purchase,3,3,1,0.03611111111111111,3,0,1,2.1666666666666665,0.0,0.0
11271,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7265,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18791,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
3151,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34391,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20509,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
19133,non_purchase,2,1,1,0.10388888888888889,2,0,2,3.1166666666666667,0.0,0.0
22807,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7323,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
16696,non_purchase,2,2,1,0.08472222222222223,2,0,1,5.083333333333334,0.0,0.0
35213,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18611,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5469,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10736,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
2423,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
31082,non_purchase,2,1,1,4.622777777777777,2,0,1,277.3666666666667,0.0,0.0
24623,non_purchase,7,1,1,75.32944444444445,6,1,2,2259.883333333333,0.14285714285714285,1.0
7812,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
11022,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20590,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
6953,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36121,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
13017,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9690,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
33085,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35398,non_purchase,3,1,1,0.01138888888888889,2,1,1,0.6833333333333333,0.3333333333333333,1.0
11945,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
33972,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10750,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36714,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20614,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
17591,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
12336,non_purchase,3,1,1,0.13111111111111112,2,1,1,7.866666666666667,0.3333333333333333,1.0
14656,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
15231,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
27947,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
22253,non_purchase,3,1,1,3.8466666666666667,3,0,2,115.4,0.0,0.0
15968,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9106,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35757,non_purchase,2,1,1,0.006388888888888889,1,1,1,0.38333333333333336,0.5,1.0
15220,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
17101,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7014,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21971,non_purchase,2,2,1,0.01,2,0,1,0.6,0.0,0.0
3968,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
36442,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
27649,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37818,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
3832,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
11132,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18288,non_purchase,2,2,1,0.030833333333333334,2,0,1,1.85,0.0,0.0
30701,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
22570,non_purchase,3,2,1,0.009722222222222222,2,1,2,0.2916666666666667,0.3333333333333333,0.5
26917,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10721,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
31011,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14091,non_purchase,6,4,1,0.03972222222222222,5,1,1,2.3833333333333333,0.16666666666666666,0.25
13561,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5850,non_purchase,2,2,1,0.041944444444444444,2,0,1,2.5166666666666666,0.0,0.0
6080,non_purchase,4,1,1,0.058611111111111114,4,0,1,3.5166666666666666,0.0,0.0
10948,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
35661,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
14171,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37707,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
17446,non_purchase,2,2,1,0.009444444444444445,2,0,1,0.5666666666666667,0.0,0.0
24909,non_purchase,2,1,1,0.041666666666666664,2,0,2,1.25,0.0,0.0
65,non_purchase,11,2,1,239.58777777777777,11,0,1,14375.266666666666,0.0,0.0
32301,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34509,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10043,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
19121,non_purchase,3,1,1,0.04861111111111111,3,0,2,1.4583333333333333,0.0,0.0
8000,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10386,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
38577,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26757,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
26992,non_purchase,2,1,1,0.004166666666666667,1,1,1,0.25,0.5,1.0
13586,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
4463,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5234,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10790,non_purchase,2,1,1,149.99277777777777,2,0,2,4499.783333333333,0.0,0.0
15458,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8842,non_purchase,3,1,1,0.028333333333333332,3,0,2,0.85,0.0,0.0
21406,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32705,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
12902,non_purchase,2,1,1,0.20805555555555555,2,0,2,6.241666666666666,0.0,0.0
14912,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18854,non_purchase,6,4,1,0.04111111111111111,5,1,1,2.466666666666667,0.16666666666666666,0.25
35586,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
5475,non_purchase,4,2,1,0.06972222222222223,3,1,1,4.183333333333334,0.25,0.5
1760,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
7840,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37753,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32459,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9601,non_purchase,3,3,1,23.942777777777778,3,0,2,718.2833333333333,0.0,0.0
27575,non_purchase,4,1,1,21.11111111111111,3,1,3,422.22222222222223,0.25,1.0
26880,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18829,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
34805,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
1578,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
8860,non_purchase,3,3,2,0.45055555555555554,3,0,1,27.03333333333333,0.0,0.0
13798,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9192,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
32833,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
23415,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
11977,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
10249,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
38881,non_purchase,5,1,1,0.05527777777777778,5,0,1,3.316666666666667,0.0,0.0
6664,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
2411,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
2190,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
23875,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
37739,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9027,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21569,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
21310,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
27115,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
18222,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
11322,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
30864,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
20921,non_purchase,1,1,1,0.0,1,0,1,0.0,0.0,0.0
9146,non_purchase,2,2,2,0.01861111111111111,2,0,1,1.1166666666666665,0.0,0.0
13724,purchase,16,5,1,167.68416666666667,12,3,4,2515.2625,0.1875,0.6
30657,purchase,5,3,1,0.14944444444444444,3,1,2,4.483333333333333,0.2,0.3333333333333333
1359,purchase,26,10,3,1.083611111111111,14,4,1,65.01666666666667,0.15384615384615385,0.4
9221,purchase,11,1,1,95.32583333333334,3,2,3,1906.5166666666667,0.18181818181818182,2.0
4569,purchase,10,3,1,0.38027777777777777,6,3,1,22.816666666666666,0.3,1.0
16659,purchase,7,2,2,0.5469444444444445,3,2,1,32.81666666666667,0.2857142857142857,1.0
1562,purchase,5,1,1,137.74944444444444,3,1,2,4132.483333333333,0.2,1.0
17122,purchase,34,16,6,119.70166666666667,29,4,2,3591.05,0.11764705882352941,0.25
26886,purchase,6,2,2,0.32805555555555554,2,1,1,19.683333333333334,0.16666666666666666,0.5
38383,purchase,3,1,1,0.04,1,1,2,1.2,0.3333333333333333,1.0
32802,purchase,5,2,1,0.05694444444444444,2,2,1,3.4166666666666665,0.4,1.0
29929,purchase,4,1,1,0.050555555555555555,2,1,1,3.033333333333333,0.25,1.0
33123,purchase,12,2,1,64.38194444444444,6,1,3,1287.638888888889,0.08333333333333333,0.5
27558,purchase,3,1,1,0.026944444444444444,1,1,1,1.6166666666666667,0.3333333333333333,1.0
21542,purchase,11,1,1,29.709444444444443,8,2,8,222.82083333333333,0.18181818181818182,2.0
6558,purchase,10,1,1,26.586388888888887,7,1,4,398.7958333333333,0.1,1.0
2422,purchase,10,1,1,240.8438888888889,8,1,5,2890.1266666666666,0.1,1.0
2053,purchase,3,1,1,0.18222222222222223,0,0,1,10.933333333333334,0.0,0.0
25042,purchase,5,2,2,26.487222222222222,3,1,2,794.6166666666667,0.2,0.5
26908,purchase,4,1,1,0.2586111111111111,2,1,1,15.516666666666667,0.25,1.0
21711,purchase,4,1,1,0.06222222222222222,2,1,2,1.8666666666666667,0.25,1.0
28277,purchase,7,3,1,0.19972222222222222,4,2,1,11.983333333333333,0.2857142857142857,0.6666666666666666
25100,purchase,6,3,1,17.655555555555555,5,0,1,1059.3333333333333,0.0,0.0
32167,purchase,15,6,4,49.69222222222222,13,1,2,1490.7666666666667,0.06666666666666667,0.16666666666666666
22916,purchase,6,1,1,18.459722222222222,4,1,3,369.19444444444446,0.16666666666666666,1.0
28540,purchase,3,1,1,0.045,1,1,1,2.6999999999999997,0.3333333333333333,1.0
35498,purchase,6,3,2,0.21194444444444444,4,1,1,12.716666666666667,0.16666666666666666,0.3333333333333333
15136,purchase,10,1,1,0.5830555555555555,7,2,4,8.745833333333334,0.2,2.0
28225,purchase,4,1,1,0.19722222222222222,2,1,1,11.833333333333332,0.25,1.0
23002,purchase,3,1,1,0.10555555555555556,1,1,1,6.333333333333333,0.3333333333333333,1.0
26696,purchase,15,4,1,47.20444444444445,7,4,1,2832.266666666667,0.26666666666666666,1.0
36034,purchase,8,2,1,0.3591666666666667,4,3,1,21.55,0.375,1.5
25559,purchase,17,7,3,11.261666666666667,15,1,1,675.7,0.058823529411764705,0.14285714285714285
5161,purchase,4,1,1,0.11361111111111111,1,1,1,6.816666666666666,0.25,1.0
789,purchase,14,4,1,27.593888888888888,11,1,3,551.8777777777777,0.07142857142857142,0.25
23452,purchase,15,1,1,39.471944444444446,8,3,2,1184.1583333333333,0.2,3.0
37543,purchase,13,3,1,0.24972222222222223,5,2,2,7.491666666666667,0.15384615384615385,0.6666666666666666
3024,purchase,34,16,3,270.0686111111111,30,2,14,1157.4369047619048,0.058823529411764705,0.125
32865,purchase,3,1,1,1.5716666666666668,1,1,1,94.30000000000001,0.3333333333333333,1.0
26748,purchase,15,5,1,0.7027777777777777,11,3,1,42.166666666666664,0.2,0.6
35346,purchase,23,1,1,43.47,15,5,9,289.8,0.21739130434782608,5.0
34588,purchase,7,1,1,0.3075,5,1,2,9.225,0.14285714285714285,1.0
33452,purchase,8,2,2,1.5441666666666667,5,0,1,92.65,0.0,0.0
22886,purchase,4,1,1,0.03805555555555556,2,1,1,2.2833333333333337,0.25,1.0
23017,purchase,4,1,1,0.6711111111111111,2,1,1,40.266666666666666,0.25,1.0
17890,purchase,7,5,1,0.6733333333333333,5,1,1,40.4,0.14285714285714285,0.2
26853,purchase,7,3,1,80.79861111111111,5,1,2,2423.9583333333335,0.14285714285714285,0.3333333333333333
29001,purchase,6,1,1,0.1738888888888889,3,1,1,10.433333333333334,0.16666666666666666,1.0
35205,purchase,5,1,1,0.6244444444444445,3,1,2,18.733333333333334,0.2,1.0
1932,purchase,6,2,1,0.32555555555555554,4,1,1,19.53333333333333,0.16666666666666666,0.5
28685,purchase,8,3,1,4.894444444444445,6,1,2,146.83333333333334,0.125,0.3333333333333333
7231,purchase,5,1,1,9.059166666666666,3,1,3,181.18333333333334,0.2,1.0
7603,purchase,8,2,1,2.8652777777777776,3,1,1,171.91666666666666,0.125,0.5
5805,purchase,6,1,1,27.775277777777777,4,1,2,833.2583333333333,0.16666666666666666,1.0
5536,purchase,4,1,1,0.04138888888888889,2,1,1,2.4833333333333334,0.25,1.0
20849,purchase,2,1,1,0.06388888888888888,0,0,1,3.833333333333333,0.0,0.0
13370,purchase,5,1,1,0.10833333333333334,2,1,2,3.25,0.2,1.0
31368,purchase,5,1,1,7.158333333333333,3,1,1,429.5,0.2,1.0
3639,purchase,17,8,1,22.101666666666667,9,7,2,663.05,0.4117647058823529,0.875
27316,purchase,6,1,1,1.0094444444444444,4,1,1,60.56666666666666,0.16666666666666666,1.0
24617,purchase,20,2,1,33.44972222222222,13,4,7,286.71190476190475,0.2,2.0
36441,purchase,1,1,1,0.0,0,0,1,0.0,0.0,0.0
12218,purchase,40,11,6,166.23,30,5,5,1994.7599999999998,0.125,0.45454545454545453
605,purchase,3,1,1,0.04555555555555556,1,1,1,2.7333333333333334,0.3333333333333333,1.0
36935,purchase,8,3,1,4.288055555555555,5,1,1,257.2833333333333,0.125,0.3333333333333333
39180,purchase,6,1,1,0.6333333333333333,3,0,2,19.0,0.0,0.0
24250,purchase,8,6,1,2.387777777777778,6,1,1,143.26666666666668,0.125,0.16666666666666666
30117,purchase,13,3,1,22.2075,10,1,6,222.075,0.07692307692307693,0.3333333333333333
17618,purchase,7,1,1,0.22666666666666666,4,1,2,6.8,0.14285714285714285,1.0
4592,purchase,10,1,1,0.40944444444444444,3,2,5,4.913333333333333,0.2,2.0
16856,purchase,4,1,1,0.08361111111111111,2,1,1,5.016666666666667,0.25,1.0
8304,purchase,5,1,1,1.835,3,1,1,110.1,0.2,1.0
9090,purchase,4,1,1,0.11555555555555555,2,1,2,3.4666666666666663,0.25,1.0
25381,purchase,11,2,1,0.4861111111111111,7,2,1,29.166666666666668,0.18181818181818182,1.0
17417,purchase,3,1,1,0.050555555555555555,1,1,1,3.033333333333333,0.3333333333333333,1.0
32854,purchase,3,1,1,0.03222222222222222,1,1,1,1.9333333333333333,0.3333333333333333,1.0
22731,purchase,15,2,1,115.95444444444445,10,3,3,2319.088888888889,0.2,1.5
27035,purchase,4,1,1,0.1625,2,1,2,4.875,0.25,1.0
25434,purchase,5,1,1,0.07722222222222222,2,2,1,4.633333333333333,0.4,2.0
750,purchase,6,2,2,0.3161111111111111,3,1,1,18.96666666666667,0.16666666666666666,0.5
13493,purchase,5,2,1,0.5577777777777778,3,1,1,33.46666666666667,0.2,0.5
22735,purchase,17,7,3,0.4463888888888889,7,4,1,26.783333333333335,0.23529411764705882,0.5714285714285714
25659,purchase,9,1,1,40.66027777777778,5,1,3,813.2055555555556,0.1111111111111111,1.0
5476,purchase,3,1,1,0.023055555555555555,1,1,1,1.3833333333333333,0.3333333333333333,1.0
33194,purchase,13,9,1,13.08361111111111,11,1,1,785.0166666666667,0.07692307692307693,0.1111111111111111
4494,purchase,4,1,1,0.10944444444444444,2,1,2,3.283333333333333,0.25,1.0
5506,purchase,5,1,1,29.29888888888889,3,1,2,878.9666666666667,0.2,1.0
30652,purchase,6,1,1,0.3125,2,2,2,9.375,0.3333333333333333,2.0
7523,purchase,6,3,1,0.5802777777777778,4,1,2,17.408333333333335,0.16666666666666666,0.3333333333333333
14327,purchase,3,1,1,0.03194444444444444,1,1,1,1.9166666666666665,0.3333333333333333,1.0
18407,purchase,10,1,1,0.20944444444444443,4,2,1,12.566666666666666,0.2,2.0
4697,purchase,12,1,1,104.0575,7,3,2,3121.7250000000004,0.25,3.0
3313,purchase,34,10,3,274.9791666666667,32,1,13,1269.1346153846155,0.029411764705882353,0.1
11156,purchase,11,1,1,19.879722222222224,9,1,7,170.39761904761906,0.09090909090909091,1.0
3464,purchase,3,1,1,0.03305555555555555,1,1,1,1.9833333333333332,0.3333333333333333,1.0
33111,purchase,8,2,2,47.318888888888885,6,1,3,946.3777777777777,0.125,0.5
23478,purchase,7,1,1,0.1438888888888889,4,1,2,4.316666666666667,0.14285714285714285,1.0
9387,purchase,10,4,1,165.35694444444445,8,1,5,1984.2833333333333,0.1,0.25
37440,purchase,18,9,1,0.24333333333333335,13,3,1,14.600000000000001,0.16666666666666666,0.3333333333333333
24361,purchase,3,1,1,0.2916666666666667,1,1,1,17.5,0.3333333333333333,1.0
31325,purchase,6,1,1,0.08805555555555555,4,1,3,1.761111111111111,0.16666666666666666,1.0
2164,purchase,4,1,1,0.05138888888888889,2,1,1,3.083333333333333,0.25,1.0
24149,purchase,2,1,1,7.071944444444444,1,0,2,212.15833333333333,0.0,0.0
7776,purchase,3,1,1,0.04861111111111111,1,1,1,2.9166666666666665,0.3333333333333333,1.0
33844,purchase,8,1,1,0.06277777777777778,4,1,1,3.7666666666666666,0.125,1.0
30353,purchase,3,1,1,0.06277777777777778,1,1,1,3.7666666666666666,0.3333333333333333,1.0
39337,purchase,19,13,2,0.33805555555555555,16,2,3,6.761111111111111,0.10526315789473684,0.15384615384615385
